year,county,precinct,votes
2010,Washoe,RENO-VERDI 9217 (MP),0
2010,Washoe,RENO-VERDI 9218 (MP),0
2010,Washoe,RENO-VERDI 9219 (MP),0
2010,Washoe,RENO-VERDI 9220 (MP),0
2010,Washoe,RENO-VERDI 9221 (MP),0
2010,Washoe,RENO-VERDI 9222 (MP),0
2010,Washoe,RENO-VERDI 9223 (MP),0
2010,Washoe,RENO-VERDI 9224 (MP),0
2010,Washoe,RENO-VERDI 9225 (MP),0
2010,Washoe,RENO-VERDI 9226 (MP),0
2010,Washoe,RENO-VERDI 9227 (MP),0
2010,Washoe,RENO-VERDI 9228 (MP),0
2010,Washoe,RENO-VERDI 9229 (MP),0
2010,Washoe,RENO-VERDI 9230 (MP),0
2010,Washoe,RENO-VERDI 9231 (MP),0
2010,Washoe,RENO-VERDI 9232 (MP),0
2010,Washoe,RENO-VERDI 9233 (MP),0
2010,Washoe,RENO-VERDI 9234 (MP),0
2010,Washoe,RENO-VERDI 9235 (MP),0
2010,Washoe,RENO-VERDI 9236 (MP),0
2010,Washoe,RENO-VERDI 9237 (MP),0
2010,Washoe,RENO-VERDI 9238 (MP),0
2010,Washoe,RENO-VERDI 9239 (MP),0
2010,Washoe,RENO-VERDI 9240 (MP),0
2010,Washoe,RENO-VERDI 9241 (MP),0
2010,Washoe,RENO-VERDI 9242 (MP),0
2010,Washoe,RENO-VERDI 9243 (MP),0
2010,Washoe,RENO-VERDI 9244 (MP),0
2010,Washoe,RENO-VERDI 9300 (MP),0
2010,Washoe,RENO-VERDI 9301 (MP),0
2010,Washoe,RENO-VERDI 9303 (MP),0
2010,Washoe,RENO-VERDI 9305 (MP),0
2010,Washoe,RENO-VERDI 9306 (MP),0
2010,Washoe,RENO-VERDI 9307 (MP),0
2010,Washoe,RENO-VERDI 9407 (MP),0
2010,Washoe,RENO-VERDI 9504 (MP),0
2010,Washoe,RENO-VERDI 9506 (MP),0
2010,Washoe,RENO-VERDI 9507 (MP),0
2010,Washoe,RENO-VERDI 9510 (MP),0
2010,Washoe,RENO-VERDI 9513 (MP),0
2010,Washoe,RENO-VERDI 9514 (MP),0
2010,Washoe,RENO-VERDI 9515 (MP),0
2010,Washoe,RENO-VERDI 9520 (MP),0
2010,Washoe,RENO-VERDI 9522 (MP),0
2010,Washoe,RENO-VERDI 9523 (MP),0
2010,Washoe,RENO-VERDI 9524 (MP),0
2010,Washoe,RENO-VERDI 9525 (MP),0
2010,Washoe,RENO-VERDI 9527 (MP),0
2010,Washoe,RENO-VERDI 9530 (MP),0
2010,Washoe,RENO-VERDI 9533 (MP),0
2010,Washoe,RENO-VERDI 9534 (MP),0
2010,Washoe,RENO-VERDI 9537 (MP),0
2010,Washoe,RENO-VERDI 9538 (MP),0
2010,Washoe,RENO-VERDI 9539 (MP),0
2010,Washoe,SPARKS 6103 (MP),0
2010,Washoe,SPARKS 6104 (MP),0
2010,Washoe,SPARKS 6207 (MP),0
2010,Washoe,SPARKS 6212 (MP),0
2010,Washoe,SPARKS 6304 (MP),0
2010,Washoe,SPARKS 6309,0
2010,Washoe,SPARKS 6315 (MP),0
2010,Washoe,SPARKS 6316 (MP),0
2010,Washoe,SPARKS 6317 (MP),0
2010,Washoe,SPARKS 6420,0
2010,Washoe,SPARKS 6507 (MP),0
2010,Washoe,SPARKS 7400 (MP),0
2010,Washoe,SPARKS 7421 (MP),0
2010,Washoe,SPARKS 7427,0
2010,Washoe,SPARKS 7428 (MP),0
2010,Washoe,SPARKS 7429,0
2010,Washoe,SPARKS 7434,0
2010,Washoe,SPARKS 7503 (MP),0
2010,Washoe,SPARKS 7542 (MP),0
2010,Washoe,SPARKS 7564,0
2010,Washoe,SPARKS 9302 (MP),0
2010,Washoe,SPARKS 9304 (MP),0
2010,Washoe,SPARKS 9409 (MP),0
2010,Washoe,SPARKS 9410 (MP),0
2010,Washoe,SPARKS 9411 (MP),0
2010,Washoe,SPARKS 9412 (MP),0
2010,Washoe,SPARKS 9413 (MP),0
2010,Washoe,SPARKS 9414 (MP),0
2010,Washoe,SPARKS 9416 (MP),0
2010,Washoe,SPARKS 9417 (MP),0
2010,Washoe,SPARKS 9418 (MP),0
2010,Washoe,SPARKS 9501 (MP),0
2010,Washoe,SPARKS 9503 (MP),0
2010,Washoe,SPARKS 9511 (MP),0
2010,Washoe,SPARKS 9512 (MP),0
2010,Washoe,SPARKS 9516 (MP),0
2010,Washoe,SPARKS 9518 (MP),0
2010,Washoe,SPARKS 9519 (MP),0
2010,Washoe,SPARKS 9526 (MP),0
2010,Washoe,SPARKS 9531 (MP),0
2010,Washoe,SPARKS 9532 (MP),0
2010,Washoe,SPARKS 9535 (MP),0
2010,White Pine,99,0
2012,Washoe,205500,16253
2012,Clark,2728 - County,10041
2012,Washoe,640700,6540
2012,Washoe,827800,5017
2012,Washoe,827000,4665
2012,Washoe,205900,3761
2012,Clark,9993 - PROVISIONAL,2719
2012,Washoe,990000,2634
2012,Washoe,754400,2590
2012,Washoe,821500,2582
2012,Clark,9991 - PROVISIONAL,2573
2012,Washoe,303300,2266
2012,Washoe,826200,2069
2012,Clark,9994 - PROVISIONAL,1809
2012,Washoe,610200,1440
2012,Clark,7565 - HEN,1335
2012,Washoe,824400,1051
2012,Washoe,823100,1023
2012,Clark,9003 - UOCAVA,982
2012,Washoe,824100,979
2012,Clark,9004 - UOCAVA,792
2012,Clark,9001 - UOCAVA,628
2012,Washoe,822800,534
2012,Washoe,207500,533
2012,Washoe,822300,345
2012,Washoe,823000,345
2012,Washoe,825100,303
2012,Washoe,825200,262
2012,Washoe,825500,201
2012,Washoe,812000,197
2012,Washoe,828100,192
2012,Nye,88,105
2012,Washoe,970000,105
2012,Clark,9996 - PRESIDENT,84
2012,Douglas,99,63
2012,Washoe,980000,39
2012,Carson City,997,35
2012,Washoe,829500,20
2012,Carson City,998,17
2012,Washoe,204400,12
2012,Washoe,206300,10
2012,Carson City,999,0
2012,Churchill,88,0
2012,Churchill,99,0
2012,Clark,1360 - County,0
2012,Clark,1370 - County,0
2012,Clark,1373 - County,0
2012,Clark,2712 - County,0
2012,Clark,3147 - County,0
2012,Clark,3466 - LAS,0
2012,Clark,3560 - County,0
2012,Clark,9995 - CHALLENGE,0
2012,Douglas,88,0
2012,Elko,88,0
2012,Elko,99,0
2012,Esmeralda,88,0
2012,Esmeralda,99,0
2012,Eureka,88,0
2012,Eureka,99,0
2012,Humboldt,88,0
2012,Humboldt,99,0
2012,Lander,88,0
2012,Lander,99,0
2012,Lincoln,88,0
2012,Lincoln,99,0
2012,Lyon,88,0
2012,Lyon,99,0
2012,Mineral,88,0
2012,Mineral,99,0
2012,Nye,99,0
2012,Pershing,88,0
2012,Pershing,99,0
2012,Storey,88,0
2012,Storey,99,0
2012,Washoe,102100,0
2012,Washoe,104900,0
2012,Washoe,204500,0
2012,Washoe,204600,0
2012,Washoe,205300,0
2012,Washoe,205400,0
2012,Washoe,206100,0
2012,Washoe,206600,0
2012,Washoe,206700,0
2012,Washoe,206900,0
2012,Washoe,207200,0
2012,Washoe,207600,0
2012,Washoe,207700,0
2012,Washoe,207900,0
2012,Washoe,303400,0
2012,Washoe,400800,0
2012,Washoe,402800,0
2012,Washoe,405000,0
2012,Washoe,505000,0
2012,Washoe,505200,0
2012,Washoe,505800,0
2012,Washoe,630400,0
2012,Washoe,732000,0
2012,Washoe,757500,0
2012,Washoe,758000,0
2012,Washoe,812100,0
2012,Washoe,813000,0
2012,Washoe,822900,0
2012,Washoe,823900,0
2012,Washoe,826600,0
2012,Washoe,826700,0
2012,Washoe,826800,0
2012,Washoe,827400,0
2012,Washoe,828700,0
2012,Washoe,828900,0
2012,Washoe,829300,0
2012,Washoe,911400,0
2012,Washoe,911700,0
2012,Washoe,911800,0
2012,Washoe,920500,0
2012,Washoe,921200,0
2012,Washoe,921400,0
2012,Washoe,921500,0
2012,Washoe,921800,0
2012,Washoe,922100,0
2012,Washoe,922200,0
2012,Washoe,922300,0
2012,Washoe,922400,0
2012,Washoe,922700,0
2012,Washoe,922800,0
2012,Washoe,922900,0
2012,Washoe,923000,0
2012,Washoe,923100,0
2012,Washoe,923200,0
2012,Washoe,923300,0
2012,Washoe,923400,0
2012,Washoe,923500,0
2012,Washoe,923600,0
2012,Washoe,923700,0
2012,Washoe,923900,0
2012,Washoe,924000,0
2012,Washoe,924500,0
2012,Washoe,924600,0
2012,Washoe,924700,0
2012,Washoe,931200,0
2012,Washoe,940000,0
2012,Washoe,941500,0
2012,Washoe,941700,0
2012,Washoe,941900,0
2012,Washoe,942000,0
2012,Washoe,942200,0
2012,Washoe,942400,0
2012,Washoe,942500,0
2012,Washoe,950100,0
2012,Washoe,950700,0
2012,Washoe,951200,0
2012,Washoe,951900,0
2012,Washoe,952100,0
2012,Washoe,952600,0
2012,Washoe,952700,0
2012,Washoe,953000,0
2012,Washoe,953500,0
2012,Washoe,953700,0
2012,Washoe,954400,0
2012,Washoe,954500,0
2012,Washoe,955600,0
2012,White Pine,88,0
2012,White Pine,99,0
2014,Washoe,6407,11819
2014,Lyon,E Mason Valley 2,11635
2014,Lyon,W Mason Valley 1,11479
2014,Lyon,E Mason Valley 1,9621
2014,Lyon,W Mason Valley 2,6053
2014,Washoe,8278,5953
2014,Washoe,8270,5547
2014,Washoe,8215,3920
2014,Washoe,7544,3040
2014,Washoe,2059,2984
2014,Washoe,8262,2070
2014,Washoe,7590,2005
2014,Washoe,6102,1426
2014,Washoe,8244,1276
2014,Washoe,3033,1232
2014,Washoe,8241,1198
2014,Washoe,8231,992
2014,Lyon,W Mason Valley 3,886
2014,Washoe,8228,729
2014,Washoe,2075,526
2014,Washoe,8251,361
2014,Washoe,8230,347
2014,Washoe,8223,338
2014,Washoe,8252,301
2014,Washoe,8120,293
2014,Washoe,8281,125
2014,Clark,9994 - PRO,79
2014,Clark,9993 - PRO,59
2014,Clark,9991 - PRO,48
2014,Washoe,9900,35
2014,Clark,9003 - UOCAVA,33
2014,Clark,9001 - UOCAVA,32
2014,Clark,9004 - UOCAVA,11
2014,Carson City,997,0
2014,Carson City,999,0
2014,Churchill,99,0
2014,Clark,1360 - COUNTY,0
2014,Clark,1370 - COUNTY,0
2014,Clark,1373 - COUNTY,0
2014,Clark,2712 - COUNTY,0
2014,Clark,2728 - NLV,0
2014,Clark,3560 - COUNTY,0
2014,Clark,9995 - CHAL,0
2014,Douglas,99,0
2014,Elko,99,0
2014,Esmeralda,99,0
2014,Eureka,99,0
2014,Humboldt,99,0
2014,Lander,99,0
2014,Lincoln,99,0
2014,Lyon,99,0
2014,Mineral,99,0
2014,Nye,99,0
2014,Pershing,99,0
2014,Storey,99,0
2014,Washoe,1049,0
2014,Washoe,2044,0
2014,Washoe,2045,0
2014,Washoe,2046,0
2014,Washoe,2053,0
2014,Washoe,2054,0
2014,Washoe,2055,0
2014,Washoe,2061,0
2014,Washoe,2063,0
2014,Washoe,2066,0
2014,Washoe,2067,0
2014,Washoe,2069,0
2014,Washoe,2076,0
2014,Washoe,2077,0
2014,Washoe,2079,0
2014,Washoe,2082,0
2014,Washoe,3034,0
2014,Washoe,4008,0
2014,Washoe,4028,0
2014,Washoe,4050,0
2014,Washoe,5050,0
2014,Washoe,5052,0
2014,Washoe,5058,0
2014,Washoe,6304,0
2014,Washoe,7320,0
2014,Washoe,7575,0
2014,Washoe,7580,0
2014,Washoe,8121,0
2014,Washoe,8130,0
2014,Washoe,8229,0
2014,Washoe,8255,0
2014,Washoe,8266,0
2014,Washoe,8267,0
2014,Washoe,8268,0
2014,Washoe,8274,0
2014,Washoe,8287,0
2014,Washoe,8289,0
2014,Washoe,8295,0
2014,Washoe,8296,0
2014,Washoe,9114,0
2014,Washoe,9117,0
2014,Washoe,9118,0
2014,Washoe,9205,0
2014,Washoe,9212,0
2014,Washoe,9214,0
2014,Washoe,9215,0
2014,Washoe,9218,0
2014,Washoe,9221,0
2014,Washoe,9222,0
2014,Washoe,9223,0
2014,Washoe,9224,0
2014,Washoe,9228,0
2014,Washoe,9229,0
2014,Washoe,9230,0
2014,Washoe,9231,0
2014,Washoe,9232,0
2014,Washoe,9233,0
2014,Washoe,9234,0
2014,Washoe,9235,0
2014,Washoe,9236,0
2014,Washoe,9237,0
2014,Washoe,9239,0
2014,Washoe,9240,0
2014,Washoe,9245,0
2014,Washoe,9246,0
2014,Washoe,9247,0
2014,Washoe,9252,0
2014,Washoe,9312,0
2014,Washoe,9400,0
2014,Washoe,9415,0
2014,Washoe,9417,0
2014,Washoe,9419,0
2014,Washoe,9420,0
2014,Washoe,9422,0
2014,Washoe,9424,0
2014,Washoe,9425,0
2014,Washoe,9501,0
2014,Washoe,9507,0
2014,Washoe,9512,0
2014,Washoe,9519,0
2014,Washoe,9521,0
2014,Washoe,9526,0
2014,Washoe,9527,0
2014,Washoe,9530,0
2014,Washoe,9535,0
2014,Washoe,9537,0
2014,Washoe,9544,0
2014,Washoe,9545,0
2014,Washoe,9700,0
2014,White Pine,99,0
2016,Washoe,8270,5430
2016,Washoe,7544,3404
2016,Washoe,8215,3048
2016,Clark,9991 - PRO,2255
2016,Washoe,9900,2004
2016,Clark,9993 - PRO,1638
2016,Clark,9994 - PRO,1561
2016,Washoe,8281,211
2016,Nye,88,61
2016,Clark,9996 - COUNTY,38
2016,Washoe,9600,31
2016,Washoe,9800,29
2016,Carson City,997,20
2016,Carson City,998,12
2016,Carson City,999,0
2016,Churchill,88,0
2016,Churchill,99,0
2016,Clark,1370 - COUNTY,0
2016,Clark,2712 - COUNTY,0
2016,Clark,3560 - COUNTY,0
2016,Clark,9995 - CHAL,0
2016,Douglas,88,0
2016,Douglas,99,0
2016,Elko,88,0
2016,Elko,99,0
2016,Esmeralda,88,0
2016,Esmeralda,99,0
2016,Eureka,88,0
2016,Eureka,99,0
2016,Humboldt,88,0
2016,Humboldt,99,0
2016,Lander,88,0
2016,Lander,99,0
2016,Lincoln,88,0
2016,Lincoln,99,0
2016,Lyon,88,0
2016,Lyon,99,0
2016,Mineral,88,0
2016,Mineral,99,0
2016,Nye,99,0
2016,Pershing,88,0
2016,Pershing,99,0
2016,Storey,88,0
2016,Storey,99,0
2016,Washoe,7575,0
2016,Washoe,8130,0
2016,Washoe,8274,0
2016,Washoe,9117,0
2016,Washoe,9228,0
2016,Washoe,9239,0
2016,Washoe,9240,0
2016,Washoe,9247,0
2016,Washoe,9252,0
2016,Washoe,9700,0
2016,White Pine,88,0
2016,White Pine,99,0
2018,Douglas,25-2 - Pleasantview,30134
2018,Lyon,06_Spragg-Plummer,29285
2018,Douglas,03-2 - Gardnerville,26425
2018,Douglas,08-3 - Ranchos I,24447
2018,Lyon,07_Smith Valley 1,21843
2018,Lyon,09_South Dayton 1,21725
2018,Douglas,23-2 - Indian Hills - East,20526
2018,Douglas,27-1 - Winhaven,20195
2018,Douglas,07-2 - Minden,19946
2018,Douglas,02-1 - Fish Springs,16847
2018,Lyon,03_West Mason Valley 1,16399
2018,Douglas,06-1 - Jacks Valley,15549
2018,Douglas,40-2 - Kingsbury,15495
2018,Lyon,02_East Mason Valley 2,15271
2018,Douglas,41-2 - Daggett,14922
2018,Douglas,13-2 - Indian Hills - West,13779
2018,Lyon,01_East Mason Valley 1,13740
2018,Douglas,18-2 - Ranchos III-2,13395
2018,Douglas,02-2 - Fish Springs,13162
2018,Douglas,06-3 - Jacks Valley,12108
2018,Douglas,01-1 - Centerville,11560
2018,Lincoln,2 - CALIENTE-0,10867
2018,Douglas,13-1 - Indian Hills - West,10716
2018,Lyon,04_West Mason Valley 2,9026
2018,Douglas,37-1 - Zephyr Cove,9013
2018,Douglas,38-2 - Round Hill,8666
2018,Douglas,28-1 - Orchard Road,7915
2018,Lyon,08_Smith Valley 2,7862
2018,Douglas,01-2 - Centerville,6856
2018,Douglas,28-2 - Orchard Road,5410
2018,Douglas,38-1 - Round Hill,4106
2018,Douglas,28-3 - Orchard Road,3466
2018,Lincoln,2 - CALIENTE-1,2591
2018,Douglas,08-1 - Ranchos I,2034
2018,Douglas,40-1 - Kingsbury,1908
2018,Douglas,25-1 - Pleasantview,1641
2018,Lyon,05_West Mason Valley 3,980
2018,Douglas,18-1 - Ranchos III-2,965
2018,Douglas,23-1 - Indian Hills - East,462
2018,Douglas,37-6 - Zephyr Cove,439
2018,Douglas,27-2 - Winhaven,334
2018,Douglas,41-1 - Daggett,159
2018,Douglas,07-1 - Minden,132
2018,Douglas,03-1 - Gardnerville,117
2018,Clark,9991,89
2018,Clark,9993,85
2018,Clark,9994,68
2018,Clark,2712,24
2018,Washoe,990000,16
2018,Humboldt,99,8
2018,Nye,99,6
2018,Douglas,99,4
2018,Elko,99,4
2018,Washoe,970000,4
2018,Lyon,99-0,2
2018,Carson City,997,0
2018,Churchill,99,0
2018,Clark,1370,0
2018,Clark,9995,0
2018,Esmeralda,99,0
2018,Eureka,99,0
2018,Lander,99,0
2018,Lincoln,99,0
2018,Lyon,99,0
2018,Lyon,99-1,0
2018,Mineral,99,0
2018,Pershing,99,0
2018,Storey,99,0
2018,Washoe,923900,0
2018,Washoe,925200,0
2018,White Pine,99,0
2020,Washoe,NEW RESIDENT,64
2020,Clark,9996,60
2020,Nye,88,33
2020,Washoe,SPARKS 7428 (MP),32
2020,Washoe,RENO-VERDI 7539 (MP),30
2020,Washoe,SPARKS 7400 (MP),25
2020,Lander,88,23
2020,Humboldt,88,21
2020,Carson City,998,19
2020,Washoe,RENO-VERDI 3013 (MP),16
2020,Washoe,SPARKS 7518 (MP),15
2020,Washoe,NO FIXED RES,14
2020,Washoe,RENO-VERDI 4015 (MP),10
2020,Washoe,SPARKS 7594 (MP),6
2020,Washoe,RENO-VERDI 7549 (MP),5
2020,Clark,1161,4
2020,Churchill,88,0
2020,Clark,7458,0
2020,Clark,9995,0
2020,Douglas,88,0
2020,Elko,88,0
2020,Esmeralda,88,0
2020,Eureka,88,0
2020,Lincoln,88,0
2020,Lyon,88,0
2020,Mineral,88,0
2020,Pershing,88,0
2020,Storey,88,0
2020,Washoe,FOC,0
2020,Washoe,GER-WADS 9408 (MP),0
2020,Washoe,GER-WADS 9557 (MP),0
2020,Washoe,INCLINE VILLAGE 8126(MP),0
2020,Washoe,INCLINE VILLAGE 9101(MP),0
2020,Washoe,INCLINE VILLAGE 9102(MP),0
2020,Washoe,INCLINE VILLAGE 9106(MP),0
2020,Washoe,INCLINE VILLAGE 9116(MP),0
2020,Washoe,INCLINE VILLAGE 9121(MP),0
2020,Washoe,INCLINE VILLAGE 9251(MP),0
2020,Washoe,RENO-VERDI  9543 (MP),0
2020,Washoe,RENO-VERDI 1005 (MP),0
2020,Washoe,RENO-VERDI 1050 (MP),0
2020,Washoe,RENO-VERDI 1059 (MP),0
2020,Washoe,RENO-VERDI 1061 (MP),0
2020,Washoe,RENO-VERDI 2002 (MP),0
2020,Washoe,RENO-VERDI 2048 (MP),0
2020,Washoe,RENO-VERDI 2051 (MP),0
2020,Washoe,RENO-VERDI 2057 (MP),0
2020,Washoe,RENO-VERDI 2064 (MP),0
2020,Washoe,RENO-VERDI 2074 (MP),0
2020,Washoe,RENO-VERDI 2078 (MP),0
2020,Washoe,RENO-VERDI 3035 (MP),0
2020,Washoe,RENO-VERDI 4018 (MP),0
2020,Washoe,RENO-VERDI 4026 (MP),0
2020,Washoe,RENO-VERDI 4029 (MP),0
2020,Washoe,RENO-VERDI 4042 (MP),0
2020,Washoe,RENO-VERDI 4051 (MP),0
2020,Washoe,RENO-VERDI 4052 (MP),0
2020,Washoe,RENO-VERDI 4054 (MP),0
2020,Washoe,RENO-VERDI 4055 (MP),0
2020,Washoe,RENO-VERDI 5023 (MP),0
2020,Washoe,RENO-VERDI 5049 (MP),0
2020,Washoe,RENO-VERDI 5051 (MP),0
2020,Washoe,RENO-VERDI 5061 (MP),0
2020,Washoe,RENO-VERDI 5065 (MP),0
2020,Washoe,RENO-VERDI 7546 (MP),0
2020,Washoe,RENO-VERDI 7566 (MP),0
2020,Washoe,RENO-VERDI 7574 (MP),0
2020,Washoe,RENO-VERDI 7596 (MP),0
2020,Washoe,RENO-VERDI 8259 (MP),0
2020,Washoe,RENO-VERDI 8260 (MP),0
2020,Washoe,RENO-VERDI 8275 (MP),0
2020,Washoe,RENO-VERDI 8291 (MP),0
2020,Washoe,RENO-VERDI 8292 (MP),0
2020,Washoe,RENO-VERDI 8400 (MP),0
2020,Washoe,RENO-VERDI 9103 (MP),0
2020,Washoe,RENO-VERDI 9107 (MP),0
2020,Washoe,RENO-VERDI 9109 (MP),0
2020,Washoe,RENO-VERDI 9115 (MP),0
2020,Washoe,RENO-VERDI 9120 (MP),0
2020,Washoe,RENO-VERDI 9122 (MP),0
2020,Washoe,RENO-VERDI 9123 (MP),0
2020,Washoe,RENO-VERDI 9124 (MP),0
2020,Washoe,RENO-VERDI 9125 (MP),0
2020,Washoe,RENO-VERDI 9126 (MP),0
2020,Washoe,RENO-VERDI 9127 (MP),0
2020,Washoe,RENO-VERDI 9128 (MP),0
2020,Washoe,RENO-VERDI 9129 (MP),0
2020,Washoe,RENO-VERDI 9130 (MP),0
2020,Washoe,RENO-VERDI 9131 (MP),0
2020,Washoe,RENO-VERDI 9202 (MP),0
2020,Washoe,RENO-VERDI 9207 (MP),0
2020,Washoe,RENO-VERDI 9208 (MP),0
2020,Washoe,RENO-VERDI 9210 (MP),0
2020,Washoe,RENO-VERDI 9211 (MP),0
2020,Washoe,RENO-VERDI 9243 (MP),0
2020,Washoe,RENO-VERDI 9244 (MP),0
2020,Washoe,RENO-VERDI 9249 (MP),0
2020,Washoe,RENO-VERDI 9253 (MP),0
2020,Washoe,RENO-VERDI 9254 (MP),0
2020,Washoe,RENO-VERDI 9303 (MP),0
2020,Washoe,RENO-VERDI 9307 (MP),0
2020,Washoe,RENO-VERDI 9308 (MP),0
2020,Washoe,RENO-VERDI 9309 (MP),0
2020,Washoe,RENO-VERDI 9311 (MP),0
2020,Washoe,RENO-VERDI 9513 (MP),0
2020,Washoe,RENO-VERDI 9520 (MP),0
2020,Washoe,RENO-VERDI 9523 (MP),0
2020,Washoe,RENO-VERDI 9533 (MP),0
2020,Washoe,RENO-VERDI 9538 (MP),0
2020,Washoe,RENO-VERDI 9540 (MP),0
2020,Washoe,RENO-VERDI 9541 (MP),0
2020,Washoe,RENO-VERDI 9542 (MP),0
2020,Washoe,RENO-VERDI 9546 (MP),0
2020,Washoe,RENO-VERDI 9555 (MP),0
2020,Washoe,RENO-VERDI 9560 (MP),0
2020,Washoe,RENO-VERDI 9561 (MP),0
2020,Washoe,RENO-VERDI 9562 (MP),0
2020,Washoe,SPARKS 6104 (MP),0
2020,Washoe,SPARKS 6217 (MP),0
2020,Washoe,SPARKS 6218 (MP),0
2020,Washoe,SPARKS 6317 (MP),0
2020,Washoe,SPARKS 6427 (MP),0
2020,Washoe,SPARKS 6527 (MP),0
2020,Washoe,SPARKS 6528 (MP),0
2020,Washoe,SPARKS 6529 (MP),0
2020,Washoe,SPARKS 6530 (MP),0
2020,Washoe,SPARKS 6531 MP,0
2020,Washoe,SPARKS 7562 (MP),0
2020,Washoe,SPARKS 7591 (MP),0
2020,Washoe,SPARKS 7595 (MP),0
2020,Washoe,SPARKS 7597 (MP),0
2020,Washoe,SPARKS 7598 (MP),0
2020,Washoe,SPARKS 7599 (MP),0
2020,Washoe,SPARKS 9248 (MP),0
2020,Washoe,SPARKS 9304 (MP),0
2020,Washoe,SPARKS 9310 (MP),0
2020,Washoe,SPARKS 9427 (MP),0
2020,Washoe,SPARKS 9428 (MP),0
2020,Washoe,SPARKS 9516 (MP),0
2020,Washoe,SPARKS 9532 (MP),0
2020,Washoe,SPARKS 9547 (MP),0
2020,Washoe,SPARKS 9548 (MP),0
2020,Washoe,SPARKS 9549 (MP),0
2020,Washoe,SPARKS 9550 (MP),0
2020,Washoe,SPARKS 9551 (MP),0
2020,Washoe,SPARKS 9552 (MP),0
2020,Washoe,SPARKS 9553 (MP),0
2020,Washoe,SPARKS 9554 (MP),0
2020,Washoe,SPARKS 9558 (MP),0
2020,Washoe,SPARKS 9559 (MP),0
2020,White Pine,88,0
2022,Carson City,996,0
2022,Clark,1002,0
2022,Clark,1003,0
2022,Clark,1014,0
2022,Clark,2000,0
2022,Clark,2012,0
2022,Clark,2017,0
2022,Clark,2020,0
2022,Clark,2057,0
2022,Clark,2059,0
2022,Clark,2061,0
2022,Clark,2064,0
2022,Clark,2068,0
2022,Clark,2069,0
2022,Clark,2070,0
2022,Clark,2075,0
2022,Clark,3004,0
2022,Clark,3005,0
2022,Clark,3046,0
2022,Clark,3047,0
2022,Clark,3053,0
2022,Clark,3054,0
2022,Clark,3070,0
2022,Clark,4003,0
2022,Clark,4004,0
2022,Clark,4014,0
2022,Clark,4015,0
2022,Clark,4038,0
2022,Clark,4039,0
2022,Clark,4041,0
2022,Clark,4070,0
2022,Clark,4401,0
2022,Clark,4405,0
2022,Clark,4406,0
2022,Clark,4408,0
2022,Clark,4458,0
2022,Clark,4609,0
2022,Clark,5035,0
2022,Clark,5050,0
2022,Clark,5539,0
2022,Clark,5540,0
2022,Clark,6019,0
2022,Clark,6020,0
2022,Clark,6021,0
2022,Clark,6022,0
2022,Clark,6023,0
2022,Clark,6024,0
2022,Clark,6025,0
2022,Clark,6026,0
2022,Clark,6027,0
2022,Clark,6028,0
2022,Clark,6039,0
2022,Clark,6047,0
2022,Clark,6155,0
2022,Clark,6156,0
2022,Clark,6157,0
2022,Clark,6161,0
2022,Clark,6309,0
2022,Clark,6365,0
2022,Clark,6374,0
2022,Clark,6375,0
2022,Clark,6376,0
2022,Clark,6377,0
2022,Clark,6378,0
2022,Clark,6379,0
2022,Clark,6380,0
2022,Clark,6381,0
2022,Clark,6382,0
2022,Clark,6385,0
2022,Clark,6534,0
2022,Clark,6543,0
2022,Clark,7010,0
2022,Clark,7014,0
2022,Clark,7043,0
2022,Clark,7045,0
2022,Clark,7046,0
2022,Clark,7051,0
2022,Clark,7061,0
2022,Clark,9995,0
2022,Eureka,3N,0
2022,Lyon,East Mason Valley 3,0
2022,Washoe,FOC,0
2022,Washoe,GER-WADS 9403,0
2022,Washoe,GER-WADS 9405,0
2022,Washoe,INCLINE VILLAGE 9200,0
2022,Washoe,INCLINE VILLAGE 9201,0
2022,Washoe,RENO-VERDI  9111,0
2022,Washoe,RENO-VERDI 1013,0
2022,Washoe,RENO-VERDI 2001,0
2022,Washoe,RENO-VERDI 2024,0
2022,Washoe,RENO-VERDI 3037,0
2022,Washoe,RENO-VERDI 3042,0
2022,Washoe,RENO-VERDI 3043,0
2022,Washoe,RENO-VERDI 3044,0
2022,Washoe,RENO-VERDI 4001,0
2022,Washoe,RENO-VERDI 4057,0
2022,Washoe,RENO-VERDI 5044,0
2022,Washoe,RENO-VERDI 7511,0
2022,Washoe,RENO-VERDI 7538,0
2022,Washoe,RENO-VERDI 7560,0
2022,Washoe,RENO-VERDI 8239,0
2022,Washoe,RENO-VERDI 8257,0
2022,Washoe,RENO-VERDI 8402,0
2022,Washoe,RENO-VERDI 9100,0
2022,Washoe,RENO-VERDI 9104,0
2022,Washoe,RENO-VERDI 9105,0
2022,Washoe,RENO-VERDI 9110,0
2022,Washoe,RENO-VERDI 9113,0
2022,Washoe,RENO-VERDI 9119,0
2022,Washoe,RENO-VERDI 9120 (MP),0
2022,Washoe,RENO-VERDI 9300,0
2022,Washoe,RENO-VERDI 9502,0
2022,Washoe,RENO-VERDI 9503,0
2022,Washoe,RENO-VERDI 9522,0
2022,Washoe,RENO-VERDI 9525,0
2022,Washoe,RENO-VERDI 9528,0
2022,Washoe,RENO-VERDI 9529,0
2022,Washoe,SPARKS 6200,0
2022,Washoe,SPARKS 6201,0
2022,Washoe,SPARKS 6215,0
2022,Washoe,SPARKS 6401,0
