statefp00,countyfp00,vtdidfp00,vtdst00,tabblock00_count
32,003,320034028,4028,19
32,003,320034029,4029,38
32,003,320034030,4030,14
32,003,320034031,4031,12
32,003,320034032,4032,42
32,003,320034033,4033,5
32,003,320034035,4035,12
32,003,320034036,4036,13
32,003,320034037,4037,123
32,003,320034038,4038,38
32,003,320034039,4039,36
32,003,320034040,4040,26
32,003,320034042,4042,11
32,003,320034043,4043,2
32,003,320034044,4044,16
32,003,320034045,4045,4
32,003,320034046,4046,6
32,003,320034047,4047,4
32,003,320034048,4048,26
32,003,320034049,4049,20
32,003,320034050,4050,2
32,003,320034051,4051,54
32,003,320034052,4052,5
32,003,320034053,4053,26
32,003,320034054,4054,53
32,003,320034055,4055,54
32,003,320034056,4056,4
32,003,320034057,4057,3
32,003,320034058,4058,1
32,003,320034059,4059,53
32,003,320034060,4060,7
32,003,320034061,4061,1
32,003,320034062,4062,26
32,003,320034063,4063,10
32,003,320034064,4064,8
32,003,320034065,4065,12
32,003,320034066,4066,1
32,003,320034067,4067,21
32,003,320034068,4068,20
32,003,320034069,4069,7
32,003,320034071,4071,1
32,003,320034072,4072,1
32,003,320034073,4073,2
32,003,320035001,5001,4
32,003,320035002,5002,32
32,003,320035003,5003,1
32,003,320035004,5004,17
32,003,320035005,5005,26
32,003,320035006,5006,34
32,003,320035007,5007,20
32,003,320035008,5008,34
32,003,320035009,5009,13
32,003,320035010,5010,22
32,003,320035011,5011,29
32,003,320035012,5012,17
32,003,320035013,5013,18
32,003,320035014,5014,10
32,003,320035015,5015,19
32,003,320035016,5016,14
32,003,320035017,5017,17
32,003,320035018,5018,21
32,003,320035019,5019,45
32,003,320035020,5020,40
32,003,320035021,5021,64
32,003,320035022,5022,39
32,003,320035023,5023,6
32,003,320035024,5024,3
32,003,320035025,5025,16
32,003,320035026,5026,7
32,003,320035027,5027,10
32,003,320035028,5028,20
32,003,320035029,5029,13
32,003,320035030,5030,14
32,003,320035032,5032,17
32,003,320035033,5033,8
32,003,320035034,5034,15
32,003,320035035,5035,16
32,003,320035036,5036,23
32,003,320035037,5037,22
32,003,320035038,5038,4
32,003,320035039,5039,4
32,003,320035040,5040,5
32,003,320035041,5041,19
32,003,320035042,5042,12
32,003,320035043,5043,14
32,003,320035044,5044,25
32,003,320035046,5046,28
32,003,320035047,5047,8
32,003,320035048,5048,4
32,003,320035049,5049,7
32,003,320035050,5050,4
32,003,320035051,5051,19
32,003,320035052,5052,2
32,003,320035053,5053,20
32,003,320035055,5055,10
32,003,320035056,5056,5
32,003,320035057,5057,16
32,003,320035058,5058,5
32,003,320035059,5059,12
32,003,320035060,5060,12
32,003,320035062,5062,17
32,003,320035063,5063,10
32,003,320035064,5064,4
32,003,320035065,5065,8
32,003,320035066,5066,13
32,003,320035067,5067,7
32,003,320035068,5068,2
32,003,320035069,5069,1
32,003,320035070,5070,2
32,003,320035071,5071,6
32,003,320035072,5072,6
32,003,320035073,5073,5
32,003,320035074,5074,9
32,003,320035075,5075,8
32,003,320036002,6002,4
32,003,320036003,6003,8
32,003,320036004,6004,8
32,003,320036005,6005,11
32,003,320036006,6006,10
32,003,320036007,6007,13
32,003,320036008,6008,6
32,003,320036009,6009,11
32,003,320036010,6010,8
32,003,320036011,6011,14
32,003,320036012,6012,13
32,003,320036013,6013,14
32,003,320036014,6014,2
32,003,320036015,6015,42
32,003,320036016,6016,40
32,003,320036017,6017,3
32,003,320036018,6018,14
32,003,320036019,6019,21
32,003,320036020,6020,15
32,003,320036021,6021,8
32,003,320036022,6022,14
32,003,320036023,6023,6
32,003,320036024,6024,18
32,003,320036025,6025,12
32,003,320036026,6026,18
32,003,320036028,6028,3
32,003,320036029,6029,7
32,003,320036030,6030,17
32,003,320036032,6032,16
32,003,320036033,6033,3
32,003,320036034,6034,9
32,003,320036036,6036,22
32,003,320036037,6037,3
32,003,320036038,6038,1
32,003,320036039,6039,10
32,003,320036040,6040,9
32,003,320036041,6041,16
32,003,320036042,6042,6
32,003,320036043,6043,60
32,003,320036044,6044,10
32,003,320036045,6045,9
32,003,320036046,6046,7
32,003,320036047,6047,28
32,003,320036048,6048,17
32,003,320036049,6049,26
32,003,320036050,6050,3
32,003,320036051,6051,24
32,003,320036052,6052,14
32,003,320036053,6053,43
32,003,320036054,6054,22
32,003,320036055,6055,101
32,003,320036057,6057,26
32,003,320036058,6058,23
32,003,320036059,6059,11
32,003,320036060,6060,15
32,003,320036061,6061,20
32,003,320036062,6062,17
32,003,320036063,6063,17
32,003,320036064,6064,10
32,003,320036065,6065,29
32,003,320036066,6066,17
32,003,320036067,6067,5
32,003,320036068,6068,2
32,003,320036070,6070,19
32,003,320036071,6071,11
32,003,320036072,6072,10
32,003,320036073,6073,11
32,003,320036074,6074,7
32,003,320036075,6075,14
32,003,320036076,6076,14
32,003,320036077,6077,10
32,003,320036078,6078,13
32,003,320036079,6079,16
32,003,320036080,6080,53
32,003,320036084,6084,177
32,003,320036086,6086,19
32,003,320036087,6087,50
32,003,320036088,6088,133
32,003,320036091,6091,6
32,003,320036092,6092,243
32,003,320036093,6093,19
32,003,320036094,6094,82
32,003,320036095,6095,127
32,003,320036102,6102,1
32,003,320036103,6103,38
32,003,320036104,6104,67
32,003,320037002,7002,33
32,003,320037003,7003,1
32,003,320037005,7005,24
32,003,320037006,7006,2
32,003,320037007,7007,11
32,003,320037008,7008,12
32,003,320037009,7009,12
32,003,320037010,7010,2
32,003,320037011,7011,24
32,003,320037012,7012,11
32,003,320037013,7013,28
32,003,320037014,7014,22
32,003,320037015,7015,18
32,003,320037016,7016,9
32,003,320037017,7017,7
32,003,320037018,7018,10
32,003,320037019,7019,2
32,003,320037021,7021,25
32,003,320037023,7023,24
32,003,320037024,7024,2
32,003,320037025,7025,4
32,003,320037026,7026,8
32,003,320037027,7027,5
32,003,320037028,7028,5
32,003,320037029,7029,13
32,003,320037030,7030,6
32,003,320037031,7031,17
32,003,320037032,7032,17
32,003,320037033,7033,15
32,003,320037034,7034,13
32,003,320037035,7035,18
32,003,320037036,7036,16
32,003,320037037,7037,12
32,003,320037038,7038,14
32,003,320037039,7039,38
32,003,320037040,7040,27
32,003,320037041,7041,24
32,003,320037042,7042,28
32,003,320037043,7043,33
32,003,320037044,7044,17
32,003,320037045,7045,10
32,003,320037046,7046,26
32,003,320037047,7047,14
32,003,320037048,7048,26
32,003,320037049,7049,20
32,003,320037050,7050,17
32,003,320037051,7051,28
32,003,320037052,7052,27
32,003,320037053,7053,2
32,003,320037054,7054,2
32,003,320037055,7055,5
32,003,320037056,7056,3
32,003,320037057,7057,2
32,003,320037058,7058,10
32,003,320037060,7060,2
32,003,320037061,7061,9
32,003,320037062,7062,12
32,003,320037063,7063,14
32,003,320037064,7064,6
32,003,320037066,7066,11
32,003,320037067,7067,2
32,003,320037068,7068,10
32,003,320037069,7069,5
32,003,320037070,7070,5
32,003,320037071,7071,10
32,003,320037072,7072,5
32,003,320037073,7073,1
32,003,320037074,7074,11
32,003,320037075,7075,8
32,003,320037076,7076,3
32,003,320037077,7077,6
32,003,320037078,7078,43
32,003,320037079,7079,28
32,003,320037080,7080,16
32,003,320037081,7081,6
32,003,320037082,7082,17
32,003,320037083,7083,12
32,003,320037084,7084,20
32,003,320037085,7085,20
32,003,320037086,7086,22
32,003,320037087,7087,8
32,003,320037088,7088,1
32,003,320037089,7089,13
32,003,320037090,7090,58
32,003,320037091,7091,12
32,003,320037092,7092,22
32,003,320037093,7093,1
32,003,320037094,7094,1
32,005,320050005,0005,44
32,005,320050010,0010,34
32,005,320050015,0015,40
32,005,320050020,0020,13
32,005,320050025,0025,38
32,005,320050030,0030,77
32,005,320050035,0035,50
32,005,320050040,0040,15
32,005,320050045,0045,17
32,005,320050050,0050,86
32,005,320050055,0055,58
32,005,320050060,0060,24
32,005,320050065,0065,68
32,005,320050070,0070,131
32,005,320050075,0075,71
32,005,320050080,0080,97
32,005,320050085,0085,86
32,005,320050090,0090,17
32,005,320050095,0095,31
32,005,320050100,0100,55
32,005,320050105,0105,19
32,005,320050110,0110,21
32,005,320050115,0115,17
32,005,320050120,0120,11
32,005,320050125,0125,26
32,005,320050130,0130,22
32,005,320050135,0135,39
32,005,320050140,0140,16
32,005,320050145,0145,69
32,005,320050150,0150,58
32,005,320050155,0155,17
32,005,320050160,0160,20
32,005,32005ZZZZZZ,ZZZZZZ,8
32,007,320070005,0005,57
32,007,320070010,0010,50
32,007,320070015,0015,75
32,007,320070020,0020,75
32,007,320070025,0025,18
32,007,320070030,0030,15
32,007,320070035,0035,9
32,007,320070040,0040,33
32,007,320070045,0045,83
32,007,320070050,0050,119
32,007,320070055,0055,38
32,007,320070070,0070,65
32,007,320070075,0075,51
32,007,320070080,0080,46
32,007,320070085,0085,629
32,007,320070090,0090,253
32,007,320070095,0095,120
32,007,320070100,0100,182
32,007,320070105,0105,119
32,007,320070110,0110,602
32,007,320070115,0115,392
32,007,320070120,0120,720
32,007,320070125,0125,177
32,007,320070130,0130,260
32,007,320070135,0135,205
32,007,320070140,0140,290
32,007,320070145,0145,70
32,007,320070150,0150,669
32,007,320070160,0160,537
32,007,320070170,0170,38
32,007,320070175,0175,47
32,007,320070180,0180,82
32,007,320070185,0185,226
32,007,320070190,0190,483
32,007,320070195,0195,29
32,007,320070200,0200,31
32,007,320070205,0205,21
32,007,320070210,0210,30
32,009,320090005,0005,320
32,009,320090010,0010,147
32,009,320090015,0015,171
32,009,320090020,0020,187
32,009,320090025,0025,85
32,009,320090030,0030,210
32,011,320110005,0005,270
32,011,320110010,0010,237
32,011,320110015,0015,227
32,011,320110020,0020,515
32,011,320110025,0025,53
32,013,320130005,0005,70
32,013,320130010,0010,74
32,013,320130015,0015,57
32,013,320130020,0020,94
32,013,320130025,0025,246
32,013,320130030,0030,833
32,013,320130035,0035,756
32,013,320130040,0040,602
32,013,320130045,0045,226
32,013,320130050,0050,602
32,013,320130055,0055,84
32,013,320130060,0060,57
32,015,320150005,0005,78
32,015,320150010,0010,32
32,015,320150015,0015,122
32,015,320150020,0020,470
32,015,320150025,0025,507
32,015,320150030,0030,787
32,015,320150035,0035,4
32,015,320150040,0040,16
32,017,320170005,0005,308
32,017,320170010,0010,440
32,017,320170015,0015,178
32,017,320170020,0020,952
32,017,320170025,0025,235
32,019,320190005,0005,53
32,019,320190010,0010,150
32,019,320190015,0015,60
32,019,320190020,0020,35
32,019,320190025,0025,223
32,019,320190030,0030,279
32,019,320190035,0035,280
32,019,320190040,0040,149
32,019,320190045,0045,72
32,019,320190050,0050,67
32,019,320190055,0055,37
32,019,320190060,0060,639
32,019,320190065,0065,143
32,019,320190070,0070,107
32,019,320190075,0075,38
32,019,320190080,0080,154
32,021,320210005,0005,16
32,021,320210010,0010,31
32,021,320210015,0015,27
32,021,320210020,0020,29
32,021,320210025,0025,35
32,021,320210030,0030,40
32,021,320210035,0035,454
32,021,320210040,0040,29
32,021,320210045,0045,505
32,021,320210050,0050,31
32,021,320210055,0055,180
32,021,320210060,0060,26
32,023,320230005,0005,391
32,023,320230010,0010,484
32,023,320230015,0015,383
32,023,320230020,0020,327
32,023,320230025,0025,698
32,023,320230030,0030,65
32,023,320230035,0035,228
32,023,320230040,0040,37
32,023,320230045,0045,35
32,023,320230050,0050,45
32,023,320230055,0055,148
32,023,320230060,0060,336
32,023,320230065,0065,9
32,023,320230070,0070,169
32,023,320230075,0075,67
32,023,320230080,0080,151
32,023,320230085,0085,146
32,023,320230090,0090,129
32,023,320230095,0095,185
32,023,320230100,0100,133
32,023,320230105,0105,105
32,023,320230110,0110,223
32,023,320230115,0115,86
32,023,320230120,0120,144
32,023,320230125,0125,98
32,023,320230130,0130,52
32,023,320230135,0135,66
32,027,320270005,0005,1176
32,027,320270025,0025,278
32,027,320270030,0030,254
32,027,320270035,0035,714
32,029,320290005,0005,56
32,029,320290010,0010,107
32,029,320290015,0015,115
32,029,320290020,0020,57
32,029,320290025,0025,109
32,031,32031100,100,16
32,031,32031101,101,16
32,031,32031103,103,17
32,031,32031104,104,1
32,031,32031105,105,18
32,031,32031107,107,2
32,031,32031109,109,29
32,031,32031110,110,46
32,031,32031112,112,43
32,031,32031117,117,37
32,031,32031118,118,39
32,031,32031120,120,36
32,031,32031121,121,33
32,031,32031122,122,20
32,031,32031123,123,14
32,031,32031124,124,22
32,031,32031125,125,17
32,031,32031126,126,10
32,031,32031132,132,108
32,031,32031134,134,1
32,031,32031135,135,26
32,031,32031140,140,25
32,031,32031141,141,2
32,031,32031142,142,13
32,031,32031143,143,10
32,031,32031144,144,2
32,031,32031145,145,1
32,031,32031148,148,18
32,031,32031200,200,45
32,031,32031202,202,1
32,031,32031203,203,33
32,031,32031206,206,47
32,031,32031207,207,40
32,031,32031208,208,15
32,031,32031210,210,34
32,031,32031211,211,22
32,031,32031212,212,20
32,031,32031222,222,14
32,031,32031223,223,13
32,031,32031230,230,1
32,031,32031231,231,25
32,031,32031232,232,30
32,031,32031233,233,17
32,031,32031234,234,17
32,031,32031235,235,12
32,031,32031239,239,20
32,031,32031240,240,23
32,031,32031241,241,20
32,031,32031242,242,14
32,031,32031243,243,18
32,031,32031251,251,6
32,031,32031252,252,12
32,031,32031253,253,2
32,031,32031254,254,7
32,031,32031304,304,3
32,031,32031305,305,4
32,031,32031306,306,21
32,031,32031307,307,1
32,031,32031309,309,25
32,031,32031310,310,80
32,031,32031311,311,1
32,031,32031312,312,31
32,031,32031313,313,13
32,031,32031317,317,12
32,031,32031323,323,11
32,031,32031326,326,24
32,031,32031328,328,1
32,031,32031329,329,4
32,031,32031330,330,1
32,031,32031332,332,4
32,031,32031333,333,3
32,031,32031334,334,66
32,031,32031335,335,10
32,031,32031336,336,23
32,031,32031337,337,20
32,031,32031338,338,15
32,031,32031340,340,1
32,031,32031341,341,27
32,031,32031342,342,1
32,031,32031343,343,16
32,031,32031345,345,4
32,031,32031346,346,8
32,031,32031347,347,19
32,031,32031348,348,9
32,031,32031349,349,6
32,031,32031350,350,23
32,031,32031351,351,3
32,031,32031352,352,1
32,031,32031353,353,6
32,031,32031354,354,10
32,031,32031400,400,8
32,031,32031401,401,15
32,031,32031402,402,20
32,031,32031404,404,35
32,031,32031405,405,1
32,031,32031410,410,27
32,031,32031411,411,4
32,031,32031413,413,24
32,031,32031419,419,7
32,031,32031420,420,49
32,031,32031421,421,48
32,031,32031423,423,12
32,031,32031424,424,4
32,031,32031425,425,17
32,031,32031426,426,6
32,031,32031427,427,2
32,031,32031428,428,29
32,031,32031429,429,36
32,031,32031430,430,17
32,031,32031432,432,2
32,031,32031433,433,3
32,031,32031440,440,2
32,031,32031442,442,28
32,031,32031443,443,21
32,031,32031444,444,24
32,031,32031445,445,39
32,031,32031446,446,7
32,031,32031450,450,1
32,031,32031452,452,115
32,031,32031453,453,5
32,031,32031455,455,24
32,031,32031456,456,28
32,031,32031457,457,55
32,031,32031458,458,15
32,031,32031501,501,21
32,031,32031503,503,4
32,031,32031504,504,7
32,031,32031505,505,26
32,031,32031507,507,20
32,031,32031508,508,28
32,031,32031509,509,19
32,031,32031510,510,34
32,031,32031511,511,4
32,031,32031512,512,4
32,031,32031513,513,4
32,031,32031514,514,1
32,031,32031516,516,16
32,031,32031517,517,10
32,031,32031520,520,1
32,031,32031521,521,19
32,031,32031522,522,19
32,031,32031524,524,17
32,031,32031528,528,3
32,031,32031530,530,3
32,031,32031531,531,12
32,031,32031532,532,19
32,031,32031533,533,17
32,031,32031534,534,28
32,031,32031535,535,17
32,031,32031536,536,6
32,031,32031537,537,35
32,031,32031539,539,9
32,031,32031540,540,2
32,031,32031610,610,15
32,031,32031611,611,25
32,031,32031613,613,81
32,031,32031614,614,49
32,031,32031615,615,28
32,031,32031619,619,42
32,031,32031620,620,15
32,031,32031621,621,26
32,031,32031623,623,3
32,031,32031624,624,37
32,031,32031625,625,23
32,031,32031627,627,9
32,031,32031629,629,23
32,031,32031630,630,6
32,031,32031631,631,22
32,031,32031632,632,18
32,031,32031633,633,54
32,031,32031635,635,12
32,031,32031636,636,5
32,031,32031637,637,6
32,031,32031638,638,17
32,031,32031639,639,16
32,031,32031640,640,20
32,031,32031641,641,19
32,031,32031643,643,9
32,031,32031644,644,14
32,031,32031647,647,22
32,031,32031649,649,43
32,031,32031651,651,29
32,031,32031652,652,15
32,031,32031654,654,18
32,031,32031655,655,16
32,031,32031656,656,3
32,031,32031657,657,12
32,031,32031658,658,23
32,031,32031659,659,14
32,031,32031670,670,13
32,031,32031682,682,64
32,031,32031692,692,15
32,031,32031693,693,4
32,031,32031694,694,19
32,031,32031700,700,6
32,031,32031702,702,52
32,031,32031703,703,20
32,031,32031705,705,18
32,031,32031706,706,2
