2012 Statewide General Election Results,,,,
"Note: In cases where the cumulative turnout for a precinct for a race or ballot question is greater than 0 but less than 10, the numbers have been replaced with an asterisk (*) in order to protect the secrecy of a voter's ballot, as required by Nevada Law. As a result, the total for a precinct may be different from what is reported on official documents. ",,,,
,,,,
Jurisdiction,Precinct,Contest,Selection,Votes
Carson City,Precinct 205,President and Vice President of the United States,"Obama, Barack",577
Carson City,Precinct 205,President and Vice President of the United States,"Romney, Mitt",590
Carson City,Precinct 205,"State Assembly, District 40","Livermore, Pete",621
Carson City,Precinct 205,State Question No. 1,No,646
Carson City,Precinct 205,"University Board of Regents, District  9","Knecht, Ron",659
Carson City,Precinct 205,School Trustee District 2,"CROSSMAN, LAUREL",661
Carson City,Precinct 205,"U.S. Representative in Congress, District 2","Amodei, Mark E.",665
Carson City,Precinct 205,United States Senator,"Heller, Dean",670
Carson City,Precinct 205,"Justice of the Peace, Dept. 1","ARMSTRONG, TOM",729
Carson City,Precinct 205,CC 1,No,780
Carson City,Precinct 205,"Supreme Court Justice, Seat G","Saitta, Nancy M.",828
Carson City,Precinct 205,"Supreme Court Justice, Seat C","Cherry, Michael A.",831
Carson City,Precinct 205,"Supreme Court Justice, Seat F","Douglas, Michael L.",833
Carson City,Precinct 207,President and Vice President of the United States,None Of These Candidates,3
Carson City,Precinct 207,President and Vice President of the United States,"JOHNSON, GARY",7
Carson City,Precinct 207,President and Vice President of the United States,"GOODE, VIRGIL",11
Carson City,Precinct 207,"U.S. Representative in Congress, District 2","Best, Russell",30
Carson City,Precinct 207,"U.S. Representative in Congress, District 2","HAINES, MICHAEL L.",33
Carson City,Precinct 207,United States Senator,None Of These Candidates,54
Carson City,Precinct 207,United States Senator,"VANDERBEEK, DAVID LORY",79
Carson City,Precinct 207,"Supreme Court Justice, Seat F",None Of These Candidates,193
Carson City,Precinct 207,"Supreme Court Justice, Seat C",None Of These Candidates,210
Carson City,Precinct 207,"Supreme Court Justice, Seat G",None Of These Candidates,212
Carson City,Precinct 207,CC 1,Yes,236
Carson City,Precinct 207,School Trustee District 2,"MOELLENDORF, DONNIE",268
Carson City,Precinct 207,"Justice of the Peace, Dept. 1","BELL, MICHAEL F.",273
Carson City,Precinct 207,"University Board of Regents, District  9","Mackedon, Michon",314
Carson City,Precinct 207,United States Senator,"Berkley, Shelley",329
Carson City,Precinct 207,"U.S. Representative in Congress, District 2","KOEPNICK, SAMUEL",353
Carson City,Precinct 207,School Trustee District 7,"CACIOPPO, JOE",363
Carson City,Precinct 207,"State Board of Education, District 2","Clontz, Donna",375
Carson City,Precinct 207,Supervisor Ward 4,"SHIRK, JIM",393
Carson City,Precinct 207,State Question No. 1,Yes,397
Carson City,Precinct 207,Supervisor Ward 2,"JOHNSON, DENNIS E.",427
Carson City,Precinct 207,Supervisor Ward 2,"BONKOWSKI, BRAD",428
Carson City,Precinct 207,"State Assembly, District 40","Dunn, Rich",454
Carson City,Precinct 207,School Trustee District 7,"MUELLER, J. ALICE",470
Carson City,Precinct 207,Supervisor Ward 4,"WALT, MOLLY",478
Carson City,Precinct 207,President and Vice President of the United States,"Obama, Barack",484
Carson City,Precinct 207,President and Vice President of the United States,"Romney, Mitt",486
Carson City,Precinct 207,"State Board of Education, District 2","Cook, Dave",486
Carson City,Precinct 207,"State Assembly, District 40","Livermore, Pete",505
Carson City,Precinct 207,United States Senator,"Heller, Dean",522
Carson City,Precinct 207,State Question No. 1,No,543
Carson City,Precinct 207,"U.S. Representative in Congress, District 2","Amodei, Mark E.",549
Carson City,Precinct 207,School Trustee District 2,"CROSSMAN, LAUREL",555
Carson City,Precinct 207,"University Board of Regents, District  9","Knecht, Ron",560
Carson City,Precinct 207,"Justice of the Peace, Dept. 1","ARMSTRONG, TOM",580
Carson City,Precinct 207,"Supreme Court Justice, Seat C","Cherry, Michael A.",679
Carson City,Precinct 207,"Supreme Court Justice, Seat G","Saitta, Nancy M.",681
Carson City,Precinct 207,"Supreme Court Justice, Seat F","Douglas, Michael L.",695
Carson City,Precinct 207,CC 1,No,725
Carson City,Precinct 209,President and Vice President of the United States,None Of These Candidates,5
Carson City,Precinct 209,President and Vice President of the United States,"GOODE, VIRGIL",10
Carson City,Precinct 209,President and Vice President of the United States,"JOHNSON, GARY",10
Carson City,Precinct 209,United States Senator,None Of These Candidates,27
Carson City,Precinct 209,"U.S. Representative in Congress, District 2","Best, Russell",31
Carson City,Precinct 209,"U.S. Representative in Congress, District 2","HAINES, MICHAEL L.",37
Carson City,Precinct 209,United States Senator,"VANDERBEEK, DAVID LORY",59
Carson City,Precinct 209,"Supreme Court Justice, Seat F",None Of These Candidates,130
Carson City,Precinct 209,"Supreme Court Justice, Seat C",None Of These Candidates,138
Carson City,Precinct 209,"Supreme Court Justice, Seat G",None Of These Candidates,147
Carson City,Precinct 209,School Trustee District 2,"MOELLENDORF, DONNIE",183
Carson City,Precinct 209,CC 1,Yes,202
Carson City,Precinct 209,"Justice of the Peace, Dept. 1","BELL, MICHAEL F.",212
Carson City,Precinct 209,"University Board of Regents, District  9","Mackedon, Michon",231
Carson City,Precinct 209,United States Senator,"Berkley, Shelley",235
Carson City,Precinct 209,"U.S. Representative in Congress, District 2","KOEPNICK, SAMUEL",236
Carson City,Precinct 209,"State Board of Education, District 2","Clontz, Donna",271
Carson City,Precinct 209,School Trustee District 7,"CACIOPPO, JOE",278
Carson City,Precinct 209,Supervisor Ward 2,"JOHNSON, DENNIS E.",278
Carson City,Precinct 209,State Question No. 1,Yes,292
Carson City,Precinct 209,Supervisor Ward 4,"SHIRK, JIM",313
Carson City,Precinct 209,Supervisor Ward 4,"WALT, MOLLY",320
Carson City,Precinct 209,"State Assembly, District 40","Dunn, Rich",327
Carson City,Precinct 209,School Trustee District 7,"MUELLER, J. ALICE",328
Carson City,Precinct 209,President and Vice President of the United States,"Obama, Barack",333
Carson City,Precinct 209,Supervisor Ward 2,"BONKOWSKI, BRAD",342
Carson City,Precinct 209,President and Vice President of the United States,"Romney, Mitt",359
Carson City,Precinct 209,"State Assembly, District 40","Livermore, Pete",362
Carson City,Precinct 209,"State Board of Education, District 2","Cook, Dave",366
Carson City,Precinct 209,United States Senator,"Heller, Dean",389
Carson City,Precinct 209,State Question No. 1,No,399
Carson City,Precinct 209,"U.S. Representative in Congress, District 2","Amodei, Mark E.",400
Carson City,Precinct 209,"University Board of Regents, District  9","Knecht, Ron",409
Carson City,Precinct 209,School Trustee District 2,"CROSSMAN, LAUREL",411
Carson City,Precinct 209,"Justice of the Peace, Dept. 1","ARMSTRONG, TOM",417
Carson City,Precinct 209,"Supreme Court Justice, Seat G","Saitta, Nancy M.",496
Carson City,Precinct 209,CC 1,No,499
Carson City,Precinct 209,"Supreme Court Justice, Seat C","Cherry, Michael A.",506
Carson City,Precinct 209,"Supreme Court Justice, Seat F","Douglas, Michael L.",514
Carson City,Precinct 211,President and Vice President of the United States,"GOODE, VIRGIL",3
Carson City,Precinct 211,President and Vice President of the United States,None Of These Candidates,4
Carson City,Precinct 211,President and Vice President of the United States,"JOHNSON, GARY",8
Carson City,Precinct 211,"U.S. Representative in Congress, District 2","Best, Russell",16
Carson City,Precinct 211,"U.S. Representative in Congress, District 2","HAINES, MICHAEL L.",20
Carson City,Precinct 211,United States Senator,"VANDERBEEK, DAVID LORY",35
Carson City,Precinct 211,United States Senator,None Of These Candidates,39
Carson City,Precinct 211,"Supreme Court Justice, Seat F",None Of These Candidates,136
Carson City,Precinct 211,"Supreme Court Justice, Seat C",None Of These Candidates,143
Carson City,Precinct 211,"Supreme Court Justice, Seat G",None Of These Candidates,149
Carson City,Precinct 211,"Justice of the Peace, Dept. 1","BELL, MICHAEL F.",181
Carson City,Precinct 211,United States Senator,"Berkley, Shelley",181
Carson City,Precinct 211,CC 1,Yes,191
Carson City,Precinct 211,School Trustee District 2,"MOELLENDORF, DONNIE",191
Carson City,Precinct 211,"U.S. Representative in Congress, District 2","KOEPNICK, SAMUEL",208
Carson City,Precinct 211,"University Board of Regents, District  9","Mackedon, Michon",209
Carson City,Precinct 211,State Question No. 1,Yes,238
Carson City,Precinct 211,"State Board of Education, District 2","Clontz, Donna",244
Carson City,Precinct 211,School Trustee District 7,"MUELLER, J. ALICE",260
Carson City,Precinct 211,"State Assembly, District 40","Dunn, Rich",273
Carson City,Precinct 211,President and Vice President of the United States,"Obama, Barack",284
Carson City,Precinct 211,Supervisor Ward 2,"JOHNSON, DENNIS E.",295
Carson City,Precinct 211,Supervisor Ward 4,"WALT, MOLLY",299
Carson City,Precinct 211,Supervisor Ward 2,"BONKOWSKI, BRAD",332
Carson City,Precinct 211,Supervisor Ward 4,"SHIRK, JIM",337
Carson City,Precinct 211,School Trustee District 7,"CACIOPPO, JOE",343
Carson City,Precinct 211,"State Board of Education, District 2","Cook, Dave",373
Carson City,Precinct 211,School Trustee District 2,"CROSSMAN, LAUREL",397
Carson City,Precinct 211,President and Vice President of the United States,"Romney, Mitt",408
Carson City,Precinct 211,"State Assembly, District 40","Livermore, Pete",411
Carson City,Precinct 211,"University Board of Regents, District  9","Knecht, Ron",425
Carson City,Precinct 211,"Justice of the Peace, Dept. 1","ARMSTRONG, TOM",447
Carson City,Precinct 211,State Question No. 1,No,449
Carson City,Precinct 211,United States Senator,"Heller, Dean",451
Carson City,Precinct 211,"U.S. Representative in Congress, District 2","Amodei, Mark E.",456
Carson City,Precinct 211,"Supreme Court Justice, Seat G","Saitta, Nancy M.",496
Carson City,Precinct 211,"Supreme Court Justice, Seat C","Cherry, Michael A.",501
Carson City,Precinct 211,"Supreme Court Justice, Seat F","Douglas, Michael L.",510
Carson City,Precinct 211,CC 1,No,512
Carson City,Precinct 301,President and Vice President of the United States,"GOODE, VIRGIL",2
Carson City,Precinct 301,President and Vice President of the United States,"JOHNSON, GARY",7
Carson City,Precinct 301,President and Vice President of the United States,None Of These Candidates,7
Carson City,Precinct 301,"U.S. Representative in Congress, District 2","HAINES, MICHAEL L.",23
Carson City,Precinct 301,"U.S. Representative in Congress, District 2","Best, Russell",24
Carson City,Precinct 301,United States Senator,None Of These Candidates,40
Carson City,Precinct 301,United States Senator,"VANDERBEEK, DAVID LORY",47
Carson City,Precinct 301,"Supreme Court Justice, Seat F",None Of These Candidates,177
Carson City,Precinct 301,"Supreme Court Justice, Seat C",None Of These Candidates,178
Carson City,Precinct 301,"Supreme Court Justice, Seat G",None Of These Candidates,187
Carson City,Precinct 301,School Trustee District 2,"MOELLENDORF, DONNIE",214
Carson City,Precinct 301,"Justice of the Peace, Dept. 1","BELL, MICHAEL F.",230
Carson City,Precinct 301,CC 1,Yes,242
Carson City,Precinct 301,"University Board of Regents, District  9","Mackedon, Michon",254
Carson City,Precinct 301,United States Senator,"Berkley, Shelley",265
Carson City,Precinct 301,"U.S. Representative in Congress, District 2","KOEPNICK, SAMUEL",286
Carson City,Precinct 301,"State Board of Education, District 2","Clontz, Donna",303
Carson City,Precinct 301,School Trustee District 7,"MUELLER, J. ALICE",308
Carson City,Precinct 301,Supervisor Ward 2,"JOHNSON, DENNIS E.",326
Carson City,Precinct 301,State Question No. 1,Yes,338
Carson City,Precinct 301,"State Assembly, District 40","Dunn, Rich",355
Carson City,Precinct 301,Supervisor Ward 4,"SHIRK, JIM",365
Carson City,Precinct 301,Supervisor Ward 4,"WALT, MOLLY",369
Carson City,Precinct 301,President and Vice President of the United States,"Obama, Barack",373
Carson City,Precinct 301,Supervisor Ward 2,"BONKOWSKI, BRAD",380
Carson City,Precinct 301,School Trustee District 7,"CACIOPPO, JOE",384
Carson City,Precinct 301,"State Board of Education, District 2","Cook, Dave",411
Carson City,Precinct 301,President and Vice President of the United States,"Romney, Mitt",433
Carson City,Precinct 301,"State Assembly, District 40","Livermore, Pete",439
Carson City,Precinct 301,State Question No. 1,No,447
Carson City,Precinct 301,School Trustee District 2,"CROSSMAN, LAUREL",458
Carson City,Precinct 301,"University Board of Regents, District  9","Knecht, Ron",465
Carson City,Precinct 301,"U.S. Representative in Congress, District 2","Amodei, Mark E.",467
Carson City,Precinct 301,United States Senator,"Heller, Dean",469
Carson City,Precinct 301,"Justice of the Peace, Dept. 1","ARMSTRONG, TOM",476
Carson City,Precinct 301,"Supreme Court Justice, Seat G","Saitta, Nancy M.",558
Carson City,Precinct 301,CC 1,No,562
Carson City,Precinct 301,"Supreme Court Justice, Seat C","Cherry, Michael A.",565
Carson City,Precinct 301,"Supreme Court Justice, Seat F","Douglas, Michael L.",568
Carson City,Precinct 303,President and Vice President of the United States,"JOHNSON, GARY",6
Carson City,Precinct 303,President and Vice President of the United States,"GOODE, VIRGIL",7
Carson City,Precinct 303,President and Vice President of the United States,None Of These Candidates,9
Carson City,Precinct 303,"U.S. Representative in Congress, District 2","Best, Russell",19
Carson City,Precinct 303,"U.S. Representative in Congress, District 2","HAINES, MICHAEL L.",21
Carson City,Precinct 303,United States Senator,None Of These Candidates,28
Carson City,Precinct 303,United States Senator,"VANDERBEEK, DAVID LORY",43
Carson City,Precinct 303,"Supreme Court Justice, Seat F",None Of These Candidates,129
Carson City,Precinct 303,"Supreme Court Justice, Seat C",None Of These Candidates,141
Carson City,Precinct 303,"Supreme Court Justice, Seat G",None Of These Candidates,143
Carson City,Precinct 303,School Trustee District 2,"MOELLENDORF, DONNIE",201
Carson City,Precinct 303,"Justice of the Peace, Dept. 1","BELL, MICHAEL F.",217
Carson City,Precinct 303,CC 1,Yes,238
Carson City,Precinct 303,"U.S. Representative in Congress, District 2","KOEPNICK, SAMUEL",272
Carson City,Precinct 303,"University Board of Regents, District  9","Mackedon, Michon",275
Carson City,Precinct 303,School Trustee District 7,"MUELLER, J. ALICE",277
Carson City,Precinct 303,United States Senator,"Berkley, Shelley",279
Carson City,Precinct 303,State Question No. 1,Yes,296
Carson City,Precinct 303,"State Board of Education, District 2","Clontz, Donna",303
Carson City,Precinct 303,Supervisor Ward 2,"JOHNSON, DENNIS E.",315
Carson City,Precinct 303,"State Assembly, District 40","Dunn, Rich",325
Carson City,Precinct 303,Supervisor Ward 4,"SHIRK, JIM",357
Carson City,Precinct 303,Supervisor Ward 4,"WALT, MOLLY",357
Carson City,Precinct 303,President and Vice President of the United States,"Obama, Barack",366
Carson City,Precinct 303,Supervisor Ward 2,"BONKOWSKI, BRAD",368
Carson City,Precinct 303,"State Board of Education, District 2","Cook, Dave",389
Carson City,Precinct 303,School Trustee District 7,"CACIOPPO, JOE",397
Carson City,Precinct 303,President and Vice President of the United States,"Romney, Mitt",409
Carson City,Precinct 303,"University Board of Regents, District  9","Knecht, Ron",432
Carson City,Precinct 303,"State Assembly, District 40","Livermore, Pete",433
Carson City,Precinct 303,School Trustee District 2,"CROSSMAN, LAUREL",441
Carson City,Precinct 303,United States Senator,"Heller, Dean",441
Carson City,Precinct 303,"Justice of the Peace, Dept. 1","ARMSTRONG, TOM",450
Carson City,Precinct 303,State Question No. 1,No,459
Carson City,Precinct 303,"U.S. Representative in Congress, District 2","Amodei, Mark E.",459
